state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid,Cluster
3,1101,231,1048,3,16,19,5,37,42,108,32,645,1
5,2170,701,2113,2,30,32,5,31,36,155,4,950,2
6,2728,359,2658,2,26,28,8,22,30,184,21,1413,1
12,1307,268,1284,9,28,37,7,15,22,178,31,721,1
2,2371,394,2223,2,46,48,1,48,49,246,4,1381,1
5,2170,701,2113,4,34,38,2,26,28,162,6,924,2
6,2728,359,2658,3,13,16,4,22,26,177,12,1492,1
12,1307,288,1284,4,29,33,5,37,42,170,25,723,1
1,1924,413,1863,8,33,41,1,44,45,274,11,1230,2
2,2388,418,2254,9,59,68,4,53,57,260,9,1403,2
3,1101,231,1048,13,8,21,8,19,27,91,36,656,1
5,2170,701,2113,6,12,18,2,23,25,150,10,1017,2
12,1307,288,1284,5,11,16,2,24,26,159,29,764,1
2,2388,416,2259,1,59,60,1,37,38,277,9,1664,2
3,1101,231,1048,9,15,24,13,24,37,82,32,685,1
5,2170,701,2113,3,22,25,3,26,29,146,6,1064,2
6,2728,359,2656,4,48,52,2,14,16,173,19,1590,1
12,1307,288,1284,4,11,15,10,30,40,140,22,712,1
1,1924,413,1863,4,36,40,1,49,50,266,8,1195,2
3,1101,231,1048,15,17,32,7,9,16,90,40,694,1
5,2170,701,2113,5,29,34,2,24,26,151,7,1054,2
6,2728,359,2656,2,31,33,3,18,21,187,15,1616,1
12,1307,288,1284,10,9,19,5,15,20,134,26,638,1
3,1101,231,1048,6,9,15,6,5,11,94,40,716,1
4,1331,633,1284,4,42,46,1,40,41,328,4,518,2
5,2170,701,2113,1,30,31,3,26,29,154,6,1036,2
12,1307,288,1284,11,30,41,12,30,42,134,25,649,1
1,1924,413,1863,4,27,31,3,30,33,275,9,1147,2
3,1101,231,1048,6,19,25,3,24,27,89,43,662,1
6,2728,359,2656,3,24,27,6,28,34,167,20,1536,1
12,1307,288,1284,12,35,47,7,32,39,136,31,641,1
3,1101,231,1048,1,22,23,2,11,13,100,42,639,1
6,2728,359,2656,2,15,17,4,18,22,160,16,1473,1
12,1307,288,1295,9,18,27,5,22,27,130,36,582,1
3,1101,231,1048,3,38,41,13,32,45,106,32,685,1
6,2728,359,2656,2,18,20,6,15,21,158,13,1562,1
12,1307,288,1295,5,12,17,3,18,21,124,38,555,1
13,3113,780,3046,6,42,48,3,42,45,296,60,947,2
3,1101,231,1048,3,38,41,13,32,45,92,24,725,1
5,2170,701,2113,3,12,15,1,32,33,128,4,1062,2
12,1307,288,1295,4,11,15,7,15,22,119,35,594,1
13,3113,780,3046,5,31,36,3,39,42,305,59,1041,2
1,1924,413,1863,1,29,30,2,36,38,237,5,1251,2
3,1101,231,1048,12,13,25,4,8,12,97,32,705,1
4,1331,633,1284,5,26,31,3,40,43,298,5,613,2
5,2170,701,2113,1,13,14,2,12,14,129,3,1059,2
6,2728,359,2656,1,13,14,5,22,27,121,9,1653,1
12,1307,288,1295,14,15,29,3,24,27,110,43,572,1
3,1101,231,1048,6,13,19,4,12,16,98,30,783,1
4,1331,633,1284,5,65,70,1,45,46,311,9,566,2
5,2170,701,2113,3,12,15,2,28,30,113,4,1063,2
12,1307,288,1295,2,15,17,8,17,25,108,39,546,1
3,1101,231,1048,6,27,33,1,29,30,93,29,769,1
6,2728,359,2656,2,20,22,1,17,18,130,7,1624,1
12,1307,288,1295,10,27,37,13,29,42,106,32,553,1
13,3113,780,3046,3,27,30,5,27,32,290,56,1194,2
1,1924,426,1863,6,26,32,1,36,37,232,7,1253,2
3,1101,231,1048,7,25,32,8,23,31,95,27,677,1
6,2728,359,2656,3,9,12,2,16,18,119,9,1527,1
12,1307,288,1295,12,19,31,6,17,23,108,37,543,1
3,1101,231,1048,1,16,17,10,29,39,80,18,661,1
4,1331,633,1284,1,23,24,1,39,40,270,5,498,2
5,2170,701,2113,1,15,16,3,29,32,90,3,997,2
6,2728,359,2656,2,7,9,3,20,23,104,6,1550,1
12,1307,288,1295,9,18,27,9,8,17,118,37,605,1
1,1924,426,1863,3,20,23,1,24,25,200,6,1272,2
3,1101,231,1048,1,20,21,1,11,12,89,18,658,1
6,2728,359,2656,2,12,14,1,26,27,90,8,1591,1
12,1307,288,1295,6,17,23,7,19,26,116,36,618,1
13,3113,780,3046,6,34,40,1,41,42,280,51,1092,2
2,2596,383,2467,2,21,23,1,25,26,194,3,1416,1
12,1307,288,1295,8,24,32,11,10,21,130,33,632,1
13,3113,780,3046,2,25,27,1,45,46,253,46,1133,2
3,1101,231,1048,8,9,17,6,18,24,77,17,690,1
4,1331,633,1284,8,22,30,3,23,26,185,10,606,2
12,1307,288,1295,3,9,12,3,11,14,128,33,566,1
3,1101,231,1048,1,6,7,3,12,15,71,15,694,1
4,1331,633,1284,1,23,24,1,21,22,184,10,575,2
6,2728,359,2656,3,16,19,2,12,14,112,12,1649,1
12,1307,288,1295,4,8,12,11,18,29,118,26,554,1
1,1924,426,1863,18,21,39,1,22,23,183,21,1183,2
3,1101,231,1048,2,15,17,4,13,17,73,13,678,1
4,1331,633,1284,2,18,20,1,27,28,178,10,551,2
6,2728,359,2656,3,20,23,4,14,18,118,13,1504,1
12,1307,288,1295,3,10,13,4,12,16,114,25,634,1
13,3113,732,3046,4,35,39,2,41,43,257,52,1022,2
3,1101,231,1048,1,10,11,2,5,7,78,12,668,1
6,2728,359,2656,3,16,19,1,12,13,129,14,1504,1
12,1307,288,1295,3,14,17,5,16,21,111,22,549,1
13,3113,732,3046,3,11,14,6,27,33,244,49,1025,2
12,1307,288,1295,4,15,19,4,13,17,113,22,608,1
13,3113,732,3046,2,46,48,2,28,30,261,56,1030,2
12,1307,288,1290,1,9,10,4,14,18,108,19,620,1
13,3113,732,3046,1,22,23,3,27,30,262,58,1187,2
3,1101,231,1048,5,9,14,2,12,14,67,16,782,1
6,2728,359,2656,2,15,17,2,14,16,127,8,1624,1
12,1307,288,1290,8,16,24,5,18,23,106,22,693,1
13,3113,738,3046,4,20,24,5,24,29,256,51,1213,2
6,2728,359,2656,2,10,12,2,17,19,125,7,1678,1
12,1307,288,1290,2,16,18,5,12,17,110,17,695,1
13,3997,798,3930,6,23,29,3,31,34,274,56,1526,2
3,1101,231,1048,1,5,6,2,16,18,59,14,814,1
12,1307,288,1290,3,9,12,6,16,22,103,14,671,1
2,2686,398,2557,2,29,31,1,16,17,150,3,1310,1
5,2170,701,2113,2,18,20,2,8,10,113,4,1116,2
6,2728,359,2656,3,22,25,1,28,29,109,8,1748,1
12,1307,288,1290,2,10,12,2,9,11,104,14,690,1
3,1101,231,1048,2,15,17,1,14,15,62,12,753,1
4,1331,633,1284,3,18,21,2,23,25,133,3,665,2
5,2170,701,2113,2,17,19,1,17,18,108,5,1068,2
6,2728,359,2656,1,11,12,3,17,20,101,5,1611,1
9,2948,1106,2801,16,45,61,13,40,53,269,48,1196,0
13,3997,798,3930,3,42,45,8,41,49,240,46,1293,2
3,1101,231,1048,2,7,9,3,9,12,59,8,772,1
9,2948,1106,2801,14,34,48,11,17,28,260,47,1181,0
12,1307,288,1290,3,8,11,3,23,26,86,11,750,1
5,2170,701,2113,2,3,5,2,12,14,102,4,1126,2
9,2948,1106,2801,13,30,43,6,24,30,265,54,1237,0
12,1307,288,1290,2,5,7,2,7,9,82,11,779,1
9,2948,966,2801,12,27,39,8,25,33,264,56,1330,0
3,1101,231,1048,5,7,12,1,10,11,57,12,780,1
6,2728,359,2656,1,6,7,2,18,20,122,4,1767,1
9,2948,966,2801,7,36,43,21,21,42,259,43,1389,0
12,1307,288,1290,4,4,8,4,23,27,57,11,768,1
9,2948,966,2801,9,30,39,21,26,47,242,31,1363,0
12,1307,288,1287,6,5,11,5,11,16,50,12,709,1
4,1331,633,1284,2,13,15,3,10,13,118,6,581,2
6,2728,359,2656,2,26,28,1,8,9,132,6,1815,1
9,2948,966,2801,10,22,32,8,31,39,246,39,1409,0
13,3997,723,3930,4,18,22,7,29,36,180,56,1579,2
3,1101,165,1048,3,9,12,2,5,7,54,11,710,1
9,2948,966,2805,11,36,47,11,43,54,226,39,1349,0
3,1101,165,1048,3,2,5,5,10,15,46,11,681,1
9,2948,966,2805,5,28,33,8,23,31,219,38,1326,0
13,3997,723,3930,4,10,14,8,21,29,141,55,1481,2
1,1924,418,1863,2,6,8,1,12,13,61,6,1383,1
9,2948,966,2805,5,19,24,5,20,25,217,37,1360,0
12,1307,288,1287,3,7,10,7,6,13,40,33,835,1
13,3997,723,3930,2,9,11,4,12,16,138,50,1595,2
3,1101,165,1048,1,4,5,6,3,9,46,6,752,1
9,2948,932,2815,6,25,31,8,18,26,217,37,1361,0
12,1307,288,1287,3,3,6,9,8,17,35,27,894,1
13,3997,723,3930,1,20,21,5,14,19,139,40,1675,2
4,1251,503,1204,1,28,29,1,17,18,114,3,656,2
6,2728,359,2656,1,9,10,3,15,18,105,6,1768,1
9,2948,932,2815,9,30,39,4,19,23,222,39,1346,0
12,1307,288,1287,5,5,10,6,5,11,35,26,809,1
13,3997,705,3930,2,3,5,4,19,23,124,28,1777,2
6,2728,359,2656,1,9,10,1,12,13,99,7,1796,1
9,2948,932,2823,12,44,56,10,19,29,237,35,1419,0
12,1307,288,1287,1,7,8,4,3,7,39,25,772,1
13,3997,705,3930,3,2,5,8,8,16,109,25,1873,2
3,1101,165,1048,3,2,5,1,10,11,43,6,829,1
4,1251,503,1204,4,11,15,3,13,16,101,4,668,2
5,2170,701,2113,2,3,5,1,9,10,43,3,1202,2
9,2948,932,2823,9,34,43,5,24,29,220,42,1383,0
12,1307,288,1287,4,4,8,3,5,8,38,26,756,1
13,3997,705,3930,4,10,14,6,21,27,101,25,1940,2
5,2170,701,2113,2,5,7,2,7,9,39,3,1177,2
9,2948,932,2823,10,16,26,17,31,48,205,33,1216,0
12,1231,212,1211,1,4,5,4,3,7,39,24,719,1
2,2497,327,2373,2,17,19,1,32,33,137,3,1254,1
9,2948,932,2823,10,12,22,6,22,28,199,36,1310,0
12,1231,212,1211,2,4,6,6,2,8,41,20,785,1
13,3997,705,3930,4,6,10,4,13,17,87,23,1801,2
1,1844,215,1783,1,5,6,2,5,7,47,3,1410,1
5,2170,701,2113,2,7,9,2,6,8,37,4,1233,2
9,2948,932,2823,5,14,19,10,16,26,195,31,1321,0
13,3997,700,3930,4,3,7,3,7,10,83,6,1885,2
9,2948,932,2823,13,15,28,6,33,39,191,36,1442,0
13,3997,690,3930,3,5,8,2,12,14,76,17,1907,2
4,1251,503,1204,2,6,8,1,11,12,93,4,701,2
9,2948,932,2823,16,23,39,6,16,22,191,44,1453,0
12,1231,212,1211,7,10,17,8,2,10,47,25,823,1
13,3997,358,3930,3,8,11,4,7,11,77,18,1950,1
2,2497,327,2373,4,12,16,1,12,13,108,4,1361,1
9,2948,817,2823,11,24,35,5,21,26,170,41,1534,2
13,3997,326,3930,1,8,9,4,13,17,72,14,1908,1
2,2497,327,2373,1,19,20,2,22,24,106,3,1248,1
4,1251,503,1204,1,6,7,1,8,9,76,5,675,2
9,2948,817,2823,12,19,31,19,24,43,164,38,1511,2
9,2948,817,2823,7,28,35,6,18,24,169,34,1247,2
12,1231,212,1211,9,3,12,5,11,16,35,28,752,1
13,3997,316,3930,5,2,7,1,9,10,68,28,1731,1
5,2170,701,2113,2,9,11,1,9,10,16,3,1191,2
9,2948,817,2823,10,34,44,5,11,16,177,39,1380,2
12,1231,212,1211,6,8,14,1,10,11,33,32,804,1
13,3997,316,3930,5,4,9,5,9,14,62,33,1692,1
5,2170,701,2113,3,7,10,3,9,12,14,4,1144,2
9,2948,817,2823,6,14,20,9,18,27,156,31,1468,2
12,1231,212,1211,7,10,17,7,2,9,41,32,878,1
1,1844,215,1783,2,19,21,1,6,7,66,5,1523,1
9,2948,817,2823,8,18,26,7,19,26,155,31,1527,2
12,1231,212,1211,2,11,13,6,2,8,50,29,797,1
13,3997,316,3930,6,2,8,2,6,8,49,30,2009,1
9,2948,817,2823,9,11,20,9,21,30,137,25,1413,2
12,1231,212,1211,1,9,10,10,5,15,54,19,770,1
9,2948,817,2823,11,15,26,6,15,21,131,36,1567,2
1,1844,215,1783,2,13,15,2,8,10,96,4,1345,1
9,2948,817,2823,9,15,24,7,23,30,127,36,1551,2
12,1231,212,1211,2,9,11,5,2,7,53,12,792,1
9,2948,817,2815,8,7,15,12,19,31,121,34,1487,2
1,1844,215,1783,6,24,30,1,7,8,117,7,1364,1
9,2948,817,2815,6,17,23,5,14,19,124,35,1426,2
6,2728,359,2656,1,6,7,1,6,7,50,7,1766,1
9,2948,705,2815,1,17,18,7,6,13,126,30,1507,2
12,1231,212,1211,6,8,14,4,7,11,62,16,800,1
13,3997,316,3930,4,4,8,2,8,10,50,59,1884,1
4,1251,503,1204,4,5,9,2,5,7,69,6,745,2
5,2170,701,2113,1,11,12,16,8,24,43,30,1322,2
9,2948,705,2815,4,24,28,3,11,14,134,39,1542,2
13,3997,316,3930,2,8,10,7,7,14,51,49,2083,1
1,1844,215,1783,3,31,34,1,10,11,147,6,1462,1
9,2948,705,2815,12,15,27,5,8,13,136,38,1546,2
13,3997,316,3930,6,12,18,5,9,14,53,55,2011,1
1,1844,215,1783,2,11,13,1,8,9,152,6,1482,1
5,2170,701,2113,2,6,8,16,6,22,42,17,1378,2
9,2948,595,2815,4,11,15,5,18,23,141,39,1536,2
2,2407,281,2283,4,18,22,1,19,20,167,3,1202,1
9,2948,595,2815,13,22,35,6,20,26,140,46,1534,2
13,3997,343,3930,7,3,10,13,9,22,51,52,2019,1
1,1844,215,1783,3,10,13,1,11,12,145,6,1323,1
9,2948,595,2815,2,31,33,15,13,28,143,43,1494,2
12,1231,212,1211,5,2,7,4,11,15,28,21,842,1
13,3997,343,3930,6,6,12,4,5,9,50,56,1799,1
9,2948,595,2815,12,8,20,2,5,7,151,42,1470,2
13,3997,343,3930,4,1,5,7,6,13,44,37,1778,1
9,2948,595,2815,17,16,33,13,13,26,140,47,1503,2
1,1844,215,1783,4,9,13,1,27,28,121,10,1449,1
9,2948,645,2815,10,26,36,11,23,34,141,46,1587,2
9,2948,645,2815,10,35,45,11,5,16,173,44,1543,2
9,2948,645,2815,8,34,42,17,21,38,145,34,1573,2
13,3997,288,3930,7,11,18,6,2,8,53,31,2006,1
2,2407,294,2283,3,21,24,2,16,18,165,3,821,1
9,2948,645,2815,11,26,37,6,7,13,160,36,1578,2
13,3997,288,3930,4,4,8,4,5,9,52,29,2032,1
5,2170,701,2113,4,12,16,1,6,7,50,5,1203,2
9,2948,645,2815,9,23,32,11,10,21,177,37,1514,2
13,3997,288,3930,10,1,11,5,8,13,43,30,1865,1
9,2948,645,2815,7,31,38,9,14,23,172,31,1487,2
13,3997,288,3930,2,3,5,1,10,11,46,25,1872,1
2,2407,294,2283,2,16,18,1,21,22,143,3,1365,1
9,2948,645,2815,7,40,47,11,9,20,188,27,1613,2
9,2948,645,2815,11,55,66,6,16,22,202,26,1672,2
9,2948,645,2815,6,28,34,4,14,18,201,26,1648,2
12,1231,212,1211,7,2,9,6,2,8,26,14,893,1
13,3997,288,3930,6,6,12,4,3,7,53,29,2042,1
5,2170,701,2113,1,12,13,1,9,10,40,6,1207,2
9,2948,645,2815,14,55,69,9,14,23,214,26,1652,2
13,3997,277,3930,5,11,16,6,9,15,48,28,2099,1
3,1101,125,1048,2,3,5,2,5,7,29,3,849,1
9,2948,645,2815,7,54,61,8,13,21,249,27,1644,2
9,2948,645,2815,8,59,67,6,18,24,249,26,1599,2
13,3997,277,3930,3,3,6,5,9,14,43,24,1998,1
9,2948,645,2815,9,43,52,6,10,16,251,29,1550,2
12,1231,212,1211,6,8,14,1,6,7,35,31,800,1
13,3997,277,3930,5,7,12,5,2,7,45,34,1880,1
9,2948,690,2815,7,53,60,5,14,19,260,34,1557,2
13,3997,277,3930,3,3,6,5,4,9,48,31,1988,1
9,2948,690,2815,9,49,58,7,25,32,281,35,1604,2
9,2948,690,2815,7,48,55,4,16,20,290,38,1620,2
13,3997,277,3930,1,5,6,7,6,13,46,24,2125,1
5,2170,701,2113,4,6,10,4,10,14,39,3,1220,2
6,2728,359,2656,1,10,11,1,6,7,60,6,1913,1
9,2948,566,2815,14,36,50,10,6,16,237,44,1698,2
9,2948,566,2810,15,36,51,10,19,29,242,42,1691,2
4,1251,503,1204,2,13,15,2,7,9,176,4,701,2
9,2948,566,2810,15,25,40,7,13,20,235,52,1582,2
13,3997,242,3930,1,5,6,4,5,9,47,11,2050,1
2,2566,329,2437,2,44,46,2,38,40,266,4,1397,1
9,2948,566,2810,11,43,54,4,11,15,251,54,1571,2
12,1307,288,1287,2,3,5,9,14,23,67,31,846,1
9,2948,660,2810,7,31,38,18,19,37,254,44,1379,2
1,1844,215,1783,4,13,17,1,9,10,84,8,1486,1
9,2948,660,2810,8,24,32,7,27,34,247,42,1656,2
12,1307,288,1287,4,2,6,2,8,10,56,35,896,1
13,3997,242,3930,6,6,12,9,4,13,52,34,2059,1
1,1844,215,1783,4,11,15,6,8,14,86,8,1461,1
2,2686,336,2557,1,69,70,2,49,51,286,7,1465,1
6,2728,359,2656,4,18,22,3,4,7,72,4,1949,1
9,2948,660,2810,12,41,53,9,21,30,262,39,1686,2
13,3997,254,3930,3,5,8,7,7,14,49,29,2091,1
1,1844,215,1783,4,11,15,2,9,11,91,6,1433,1
5,2170,701,2113,2,12,14,2,11,13,52,4,1241,2
9,2948,660,2810,10,18,28,7,13,20,262,37,1711,2
12,1307,288,1287,3,7,10,3,20,23,33,39,866,1
13,3997,254,3930,3,16,19,7,4,11,65,26,1383,1
2,2686,382,2557,5,58,63,8,49,57,292,6,1378,1
4,1251,503,1204,3,11,14,1,22,23,158,4,780,2
9,2948,660,2810,18,22,40,15,26,41,255,43,1713,2
13,3997,254,3930,8,11,19,5,5,10,73,33,2050,1
1,1844,215,1783,3,16,19,2,11,13,117,5,1379,1
2,2686,382,2557,3,55,58,3,31,34,316,6,1376,1
5,2170,701,2113,4,2,6,4,3,7,32,30,1184,2
9,2948,660,2810,9,14,23,10,21,31,250,40,1306,2
13,3997,254,3930,6,12,18,6,7,13,70,33,1930,1
4,1251,503,1204,1,7,8,2,6,8,55,5,719,2
9,2948,660,2810,13,25,38,6,20,26,249,49,1572,2
12,1307,288,1287,4,12,16,3,5,8,43,43,874,1
13,3997,254,3930,5,10,15,5,6,11,82,56,1907,1
1,1844,215,1783,3,8,11,1,14,15,124,3,1394,1
4,1251,503,1204,4,22,26,3,21,24,135,6,764,2
9,2948,660,2810,15,18,33,19,16,35,220,42,1308,2
12,1307,288,1287,8,3,11,9,8,17,38,44,837,1
4,1251,503,1204,2,18,20,3,20,23,125,5,800,2
9,2948,660,2810,10,23,33,7,32,39,233,48,1643,2
12,1307,288,1287,4,10,14,4,14,18,34,47,877,1
13,3997,254,3930,5,18,23,3,8,11,121,31,1972,1
4,1251,503,1204,1,27,28,3,6,9,145,4,788,2
9,2948,660,2810,13,19,32,9,19,28,248,49,1648,2
13,3997,254,3930,4,19,23,3,8,11,115,34,2028,1
1,1844,215,1783,6,21,27,1,13,14,142,5,1446,1
3,1101,125,1048,1,10,11,1,7,8,59,11,862,1
5,2170,701,2113,1,8,9,6,10,16,24,21,1215,2
9,2948,660,2810,8,20,28,17,23,40,228,45,1696,2
12,1307,288,1287,2,11,13,5,10,15,51,40,821,1
13,3997,254,3930,2,17,19,8,9,17,128,35,1864,1
9,2948,660,2810,5,29,34,9,26,35,231,38,1674,2
12,1307,288,1287,2,6,8,13,9,22,49,24,718,1
13,3997,281,3930,3,31,34,3,9,12,161,38,1854,1
1,1844,215,1781,4,29,33,3,23,26,176,5,1313,1
9,2948,660,2806,7,19,26,11,30,41,212,33,1565,2
12,1307,288,1267,8,8,16,11,5,16,51,22,798,1
13,3997,281,3930,3,15,18,3,5,8,134,47,1808,1
9,2948,649,2804,10,32,42,8,24,32,239,35,1530,2
12,1307,288,1267,4,13,17,4,7,11,59,20,800,1
9,2948,671,2804,9,19,28,6,22,28,220,40,1531,2
1,1844,215,1781,4,13,17,1,27,28,168,4,1420,1
5,2170,701,2113,4,18,22,1,8,9,70,8,1181,2
9,2948,671,2804,8,21,29,14,31,45,201,33,1638,2
12,1307,288,1267,8,11,19,8,8,16,67,24,838,1
3,1101,125,1033,2,21,23,4,10,14,102,5,830,1
5,2170,701,2113,4,23,27,6,5,11,89,6,984,2
9,2948,671,2804,13,22,35,2,18,20,200,41,1650,2
12,1307,288,1267,8,21,29,6,10,16,78,26,851,1
5,2170,701,2113,4,20,24,3,5,8,104,7,1236,2
9,2948,671,2804,9,22,31,10,26,36,197,37,1682,2
12,1307,288,1267,8,10,18,5,11,16,76,32,823,1
4,1251,503,1204,4,42,46,1,24,25,211,5,788,2
5,2170,701,2102,4,31,35,2,10,12,123,9,1116,2
9,2948,671,2804,11,25,36,7,19,26,207,42,1647,2
12,1307,288,1267,12,15,27,2,6,8,85,42,832,1
13,3997,452,3930,4,52,56,7,19,26,272,60,1859,2
5,2170,701,2102,2,33,35,2,14,16,142,6,1081,2
9,2948,671,2804,11,18,29,8,18,26,209,44,1598,2
12,1307,288,1267,20,19,39,10,5,15,101,50,819,1
5,2170,701,2102,8,43,51,3,11,14,172,10,1010,2
9,2948,698,2804,9,20,29,18,21,39,206,40,1501,2
12,1307,288,1267,4,13,17,6,10,16,104,48,824,1
13,3997,542,3930,4,49,53,10,17,27,329,59,1606,2
3,1101,133,1033,2,25,27,1,22,23,143,6,725,1
5,2170,701,2102,4,38,42,4,19,23,190,10,975,2
6,2728,320,2655,1,13,14,1,7,8,181,8,1554,1
9,2948,698,2804,5,6,11,8,15,23,201,36,1466,2
12,1307,288,1267,13,34,47,15,7,22,131,37,841,1
3,1101,208,1033,3,25,28,1,8,9,157,9,717,1
5,2170,701,2102,5,29,34,2,18,20,200,13,972,2
9,2948,698,2804,12,17,29,6,25,31,192,42,1560,2
12,1307,288,1267,12,17,29,12,14,26,133,41,731,1
3,1101,208,1033,7,12,19,4,11,15,158,12,683,1
7,508,57,493,4,2,6,10,3,13,13,9,240,1
9,2948,698,2804,9,56,65,11,28,39,206,39,1568,2
12,1307,288,1267,13,19,32,13,18,31,133,43,793,1
3,1101,208,1029,3,23,26,3,14,17,167,12,684,1
4,1251,503,1204,4,43,47,6,38,44,257,6,653,2
5,2170,701,2102,3,26,29,1,30,31,224,5,818,2
6,2728,342,2655,2,31,33,1,17,18,170,13,1285,1
9,2948,698,2804,9,38,47,11,17,28,211,35,1354,2
12,1307,288,1267,10,17,27,12,21,33,128,48,637,1
3,1101,208,1029,9,26,35,9,16,25,177,12,566,1
9,2948,698,2804,6,21,27,2,17,19,197,38,1387,2
12,1307,288,1267,2,23,25,7,17,24,133,45,584,1
3,1101,208,1029,7,18,25,3,28,31,167,16,576,1
5,2170,701,2102,4,30,34,5,34,39,209,5,859,2
6,2728,342,2655,1,42,43,2,16,18,207,15,1310,1
9,2948,698,2804,8,24,32,11,21,32,188,36,1444,2
12,1307,288,1267,9,28,37,21,13,34,149,30,751,1
3,1101,208,1029,1,22,23,4,21,25,168,13,600,1
4,1251,503,1204,7,65,72,2,21,23,305,13,550,2
5,2170,701,2102,2,64,66,2,27,29,236,5,933,2
9,2948,698,2804,3,27,30,9,22,31,187,33,1376,2
12,1307,288,1267,13,34,47,3,14,17,170,37,813,1
4,1251,503,1204,1,48,49,3,41,44,311,11,570,2
5,2210,721,2142,5,57,62,1,34,35,266,7,988,2
9,2948,698,2808,6,31,37,2,16,18,202,39,1462,2
12,1307,288,1267,11,17,28,7,16,23,171,36,864,1
3,1101,208,1009,2,19,21,3,10,13,178,10,709,1
4,1251,503,1204,2,55,57,3,39,42,318,10,625,2
5,2210,721,2142,14,37,51,6,34,40,262,15,1128,2
6,2728,362,2640,1,33,34,1,31,32,217,14,1579,1
9,2948,698,2808,8,46,54,5,33,38,211,38,1574,2
12,1307,288,1267,11,33,44,9,24,33,180,39,736,1
3,1101,208,1009,8,22,30,5,21,26,179,13,707,1
4,1251,503,1204,1,55,56,4,25,29,318,7,626,2
5,2210,728,2142,7,56,63,3,24,27,304,20,1121,2
6,2728,362,2640,1,40,41,1,20,21,237,12,1661,1
9,2948,698,2808,7,33,40,2,17,19,227,41,1660,2
12,1307,324,1267,10,40,50,4,24,28,193,44,776,1
3,1101,208,1009,9,25,34,7,26,33,178,15,681,1
6,2728,362,2640,2,44,46,1,13,14,265,6,1673,1
9,2948,717,2804,12,47,59,7,16,23,262,45,1547,2
12,1307,324,1267,11,43,54,4,35,39,199,44,792,1
3,1101,208,1009,6,29,35,6,14,20,191,17,692,1
5,2210,728,2142,4,62,66,10,47,57,323,9,981,2
6,2728,436,2640,1,41,42,1,21,22,278,13,1616,2
9,2948,717,2804,16,25,41,16,8,24,171,38,1307,2
12,1307,324,1267,18,32,50,10,28,38,202,58,695,1
3,1101,208,1009,6,45,51,3,19,22,214,20,674,1
5,2210,728,2142,6,33,39,1,53,54,301,14,321,2
9,2948,717,2804,13,40,53,14,23,37,290,48,1548,2
9,2948,717,2804,7,21,28,6,15,21,186,45,1236,2
12,1307,324,1267,9,30,39,9,23,32,204,50,759,1
3,1101,208,1009,3,30,33,8,26,34,237,14,657,1
6,2728,436,2640,3,40,43,1,22,23,292,20,1461,2
9,2948,697,2804,11,41,52,10,18,28,327,47,1584,2
12,1307,324,1267,13,37,50,9,7,16,232,53,739,1
3,1101,208,1009,2,20,22,5,15,20,262,11,676,1
12,1407,374,1367,11,36,47,6,21,27,247,59,722,1
3,1101,208,1009,2,18,20,2,16,18,264,11,664,1
6,2728,432,2640,1,42,43,1,33,34,278,14,1538,2
3,1101,208,1009,1,52,53,3,32,35,261,8,638,1
6,2728,452,2640,2,51,53,1,42,43,297,7,1597,2
9,2948,733,2804,13,38,51,19,18,37,327,59,1717,2
12,1407,374,1367,12,34,46,4,33,37,232,57,726,1
3,1101,208,1009,1,40,41,2,35,37,266,7,601,1
3,1101,250,1009,6,47,53,2,23,25,290,11,596,1
12,1407,374,1367,13,34,47,23,29,52,217,53,753,1
3,1101,250,1009,2,28,30,4,36,40,282,9,607,1
6,2728,452,2640,2,42,44,1,36,37,304,10,1475,2
12,1407,374,1367,14,21,35,14,34,48,203,53,741,1
3,1101,250,1009,5,40,45,4,28,32,295,9,609,1
14,397,31,377,4,7,11,3,5,8,24,7,265,1
3,1101,250,1009,2,28,30,1,21,22,301,11,612,1
6,2728,480,2640,5,39,44,1,43,44,282,10,1603,2
7,487,85,471,11,2,13,9,5,14,35,23,251,1
12,1407,374,1367,8,24,32,10,32,42,191,59,759,1
3,1101,250,1009,3,33,36,4,40,44,294,10,619,1
7,487,85,471,11,9,20,3,4,7,40,17,240,1
14,397,31,377,2,4,6,5,8,13,22,5,278,1
3,1101,250,1009,6,26,32,4,35,39,285,12,628,1
6,2728,480,2640,2,39,41,2,45,47,276,15,1619,2
12,1407,374,1367,7,22,29,7,27,34,185,60,705,1
3,1101,250,1009,4,33,37,3,32,35,286,13,598,1
6,2728,480,2640,4,40,44,5,45,50,264,9,1552,2
7,487,85,471,12,1,13,6,7,13,38,26,239,1
12,1407,374,1367,5,41,46,5,22,27,199,44,725,1
7,487,85,471,20,1,21,3,4,7,31,30,245,1
12,1407,374,1367,10,21,31,5,23,28,194,44,747,1
3,1101,250,1009,3,23,26,1,19,20,285,13,562,1
6,2728,480,2640,3,26,29,1,27,28,262,14,1480,2
12,1407,374,1367,10,25,35,8,37,45,178,39,760,1
3,1101,250,1009,5,23,28,1,34,35,285,17,598,1
5,2250,842,2182,10,22,32,5,44,49,249,24,951,2
6,2728,480,2635,1,20,21,1,38,39,239,15,1531,2
7,487,87,471,14,2,16,4,4,8,27,18,231,1
